"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"2620",593958,"Rodriguez, Eduardo","2620","100.0","0.279","0.165","0.366","0.444","0.333","0.292","0.236","167","599","86.2","12.1","2101","89.3","88.93","337","1278","1342","-0.4","6.04","108","154","118","148","295","329","291"
"2600",608344,"Irvin, Cole","2600","100.0","0.276","0.140","0.310","0.416","0.321","0.336","0.280","190","688","88.6","15.8","1871","87.7","87.31","259","1352","1248","-0.4","6.22","107","150","119","148","304","328","299"
"2592",489119,"Miley, Wade","2592","100.0","0.265","0.144","0.306","0.408","0.317","0.311","0.250","166","627","84.3","6.6","2146","84.5","83.89","292","1231","1361","-0.6","6.09","109","151","115","145","296","320","285"
"2577",605200,"Davies, Zach","2577","100.0","0.281","0.205","0.311","0.485","0.366","0.376","0.293","162","577","88.2","10.0","1950","83.8","83.51","248","1114","1463","-0.3","6.14","109","155","115","150","297","324","297"
"2577",457918,"Happ, J.A.","2577","100.0","0.286","0.226","0.311","0.512","0.362","0.357","0.273","168","588","89.6","16.3","2174","88.7","88.42","233","1233","1344","-0.3","6.06","106","154","117","147","299","327","295"
"2562",579328,"Kikuchi, Yusei","2562","100.0","0.243","0.189","0.289","0.432","0.325","0.342","0.256","145","597","91.4","7.5","2200","90.5","91.25","344","1242","1320","0.8","6.69","108","153","115","147","301","325","290"
"2552",669203,"Burnes, Corbin","2552","100.0","0.200","0.068","0.309","0.268","0.230","0.217","0.179","121","604","84.8","8.1","2687","91.7","92.15","462","1260","1292","0.5","6.39","110","152","117","147","299","321","296"
"2549",425844,"Greinke, Zack","2549","100.0","0.252","0.180","0.265","0.432","0.309","0.321","0.265","162","643","87.7","10.2","2125","84.5","83.87","253","1170","1379","-0.6","5.93","113","156","117","151","291","324","292"
"2527",458681,"Lynn, Lance","2527","100.0","0.208","0.131","0.264","0.340","0.264","0.249","0.191","119","571","87.3","15.6","2383","91.3","91.49","333","1267","1260","0.2","6.35","111","153","114","150","300","321","296"
"2519",542881,"Anderson, Tyler","2519","100.0","0.260","0.185","0.291","0.446","0.316","0.316","0.259","163","626","85.3","16.0","2233","86.4","85.83","314","1359","1160","-0.6","5.97","107","152","116","147","299","320","286"
"2519",547943,"Ryu, Hyun Jin","2519","100.0","0.256","0.178","0.292","0.434","0.311","0.320","0.261","158","618","88.9","9.3","1916","84.3","84.38","266","1191","1328","0.1","6.47","106","153","117","148","299","317","289"
"2499",656756,"Montgomery, Jordan","2499","100.0","0.246","0.116","0.306","0.362","0.290","0.307","0.245","144","586","87.3","11.7","2118","86.4","86.73","367","1259","1240","0.3","6.56","107","153","119","147","299","324","288"
"2493",669373,"Skubal, Tarik","2493","100.0","0.241","0.220","0.279","0.461","0.326","0.347","0.259","135","560","89.7","13.8","2034","89.5","89.17","328","1219","1274","-0.3","6.21","107","153","118","148","301","327","296"
"2487",543101,"DeSclafani, Anthony","2487","100.0","0.225","0.133","0.268","0.358","0.277","0.300","0.237","137","609","88.1","11.3","2113","90.4","90.36","292","1218","1269","0.0","6.57","111","156","115","150","299","323","296"
"2469",571927,"Matz, Steven","2469","100.0","0.265","0.140","0.323","0.405","0.316","0.307","0.250","152","573","87.6","9.4","2218","89.1","89.19","259","1155","1314","0.1","6.44","106","154","118","148","296","318","287"
